,WSAID,PROEVEAAR,simple_mean,sd,n,weighted_mean,Hardness,Hardness_class
486,1026,2022,7.6,,1,7.6,7.6,Soft
487,1026,2023,8.6,,1,8.6,8.6,Medium hard
488,1027,1989,10.3,,1,10.3,10.3,Medium hard
489,1027,1990,9.4,,1,9.4,9.4,Medium hard
490,1027,1991,9.7,,1,9.7,9.7,Medium hard
491,1027,1992,10.3,,1,10.3,10.3,Medium hard
492,1027,1993,9.3,,1,9.3,9.3,Medium hard
493,1027,1995,10.4,,1,10.4,10.4,Medium hard
494,1027,1996,10.2,,1,10.2,10.2,Medium hard
495,1027,1997,11.5,,1,11.5,11.5,Medium hard
496,1027,1998,8.2,,1,8.2,8.2,Medium hard
497,1027,1999,8.6,,1,8.6,8.6,Medium hard
498,1027,2000,9.3,,1,9.3,9.3,Medium hard
499,1027,2001,8.5,,1,8.5,8.5,Medium hard
500,1027,2002,10.6,,1,10.6,10.6,Medium hard
501,1027,2003,10.6,,1,10.6,10.6,Medium hard
502,1027,2004,11.4,,1,11.4,11.4,Medium hard
503,1027,2005,11.5,,1,11.5,11.5,Medium hard
504,1027,2006,10,,1,10,10,Medium hard
505,1027,2007,11.9,,1,11.9,11.9,Medium hard
506,1027,2008,9.6,,1,9.6,9.6,Medium hard
507,1027,2009,9.2,,1,9.2,9.2,Medium hard
508,1027,2010,11.8,,1,11.8,11.8,Medium hard
509,1027,2011,10.8,,1,10.8,10.8,Medium hard
510,1027,2012,10.6,,1,10.6,10.6,Medium hard
511,1027,2013,11.3,,1,11.3,11.3,Medium hard
512,1027,2014,10.5,,1,10.5,10.5,Medium hard
513,1027,2015,11.5,,1,11.5,11.5,Medium hard
514,1027,2016,10.6,,1,10.6,10.6,Medium hard
515,1027,2017,12.5,,1,12.5,12.5,Fairly hard
516,1027,2018,11,,1,11,11,Medium hard
517,1027,2019,12.7,,1,12.7,12.7,Fairly hard
518,1027,2020,12,,1,12,12,Medium hard
519,1027,2021,11.8,,1,11.8,11.8,Medium hard
520,1028,1989,9.3,,1,9.3,9.3,Medium hard
521,1028,1990,9.2,,1,9.2,9.2,Medium hard
522,1028,1991,9.1,,1,9.1,9.1,Medium hard
523,1028,1992,9.1,,1,9.1,9.1,Medium hard
524,1028,1993,9,,1,9,9,Medium hard
525,1028,1994,9,,1,9,9,Medium hard
526,1028,1995,9.2,,1,9.2,9.2,Medium hard
527,1028,1996,9,,1,9,9,Medium hard
528,1028,1997,9,,1,9,9,Medium hard
529,1028,1998,9.1,,1,9.1,9.1,Medium hard
530,1028,1999,9,,1,9,9,Medium hard
531,1028,2000,9.4,,1,9.4,9.4,Medium hard
532,1028,2001,8.5,,1,8.5,8.5,Medium hard
533,1028,2002,9.1,,1,9.1,9.1,Medium hard
534,1028,2004,9.1,,1,9.1,9.1,Medium hard
535,1028,2005,9.4,,1,9.4,9.4,Medium hard
536,1028,2006,8.5,,1,8.5,8.5,Medium hard
537,1028,2007,9.4,,1,9.4,9.4,Medium hard
538,1028,2008,8,,1,8,8,Soft
539,1028,2009,8.9,,1,8.9,8.9,Medium hard
540,1028,2010,9.2,,1,9.2,9.2,Medium hard
541,1028,2011,9.1,,1,9.1,9.1,Medium hard
542,1028,2012,9,,1,9,9,Medium hard
543,1028,2013,8.9,,1,8.9,8.9,Medium hard
544,1028,2014,8.3,,1,8.3,8.3,Medium hard
545,1028,2015,8.4,,1,8.4,8.4,Medium hard
546,1028,2016,9.3,,1,9.3,9.3,Medium hard
547,1028,2017,8.8,,1,8.8,8.8,Medium hard
548,1028,2018,9.3,,1,9.3,9.3,Medium hard
549,1028,2019,7.7,,1,7.7,7.7,Soft
550,1028,2020,9.7,,1,9.7,9.7,Medium hard
551,1028,2021,9,,1,9,9,Medium hard
552,1028,2022,8.8,,1,8.8,8.8,Medium hard
553,1029,1990,6,,1,6,6,Soft
554,1029,1992,6.8,,1,6.8,6.8,Soft
555,1029,1994,5.4,,1,5.4,5.4,Soft
556,1029,1995,5.7,,1,5.7,5.7,Soft
557,1029,1996,6,,1,6,6,Soft
558,1029,1997,5.8,,1,5.8,5.8,Soft
559,1029,1998,6.2,,1,6.2,6.2,Soft
560,1029,1999,4,,1,4,4,Very soft
561,1029,2000,5,,1,5,5,Soft
562,1029,2001,4.4,,1,4.4,4.4,Soft
563,1029,2002,5.2,,1,5.2,5.2,Soft
564,1029,2003,5.8,,1,5.8,5.8,Soft
565,1029,2004,6,,1,6,6,Soft
566,1029,2005,9.6,,1,9.6,9.6,Medium hard
567,1029,2006,12.2,,1,12.2,12.2,Fairly hard
568,1030,1989,7.6,,1,7.6,7.6,Soft
569,1030,1990,6.4,,1,6.4,6.4,Soft
570,1030,1991,8.2,,1,8.2,8.2,Medium hard
571,1030,1992,8.3,,1,8.3,8.3,Medium hard
572,1030,1993,6.6,,1,6.6,6.6,Soft
573,1030,1994,9.3,,1,9.3,9.3,Medium hard
574,1030,1995,9.6,,1,9.6,9.6,Medium hard
575,1030,1996,9.6,,1,9.6,9.6,Medium hard
576,1030,1997,9.8,,1,9.8,9.8,Medium hard
577,1030,1998,11.4,,1,11.4,11.4,Medium hard
578,1030,1999,11.6,,1,11.6,11.6,Medium hard
579,1030,2000,12.5,,1,12.5,12.5,Fairly hard
580,1030,2001,11.9,,1,11.9,11.9,Medium hard
581,1030,2002,12.1,,1,12.1,12.1,Fairly hard
582,1030,2003,9.6,3.9,2,7.7,7.7,Soft
583,1030,2004,10.1,3.5,2,8.3,8.3,Medium hard
584,1030,2005,9.6,4,2,7.5,7.5,Soft
585,1030,2006,8.8,3,2,7.3,7.3,Soft
586,1030,2007,9.9,3.8,2,8.2,8.2,Medium hard
587,1030,2008,9,3.8,2,7.2,7.2,Soft
588,1030,2009,9.8,3.8,2,7.9,7.9,Soft
589,1030,2010,9.2,3,2,7.7,7.7,Soft
590,1030,2011,9.8,3.5,2,7.9,7.9,Soft
591,1030,2012,9.9,4.2,2,7.7,7.7,Soft
592,1030,2013,9,2.8,2,7.6,7.6,Soft
593,1030,2014,7.9,1,2,7.4,7.4,Soft
594,1030,2015,7,0.4,2,6.8,6.8,Soft
595,1030,2016,7.2,0.3,2,7.1,7.1,Soft
596,1030,2017,6.9,,1,6.9,6.9,Soft
597,1030,2018,7.4,0.1,2,7.4,7.4,Soft
598,1030,2019,6.6,0.8,2,6.9,6.9,Soft
599,1030,2020,8.6,0.6,2,8.2,8.2,Medium hard
600,1030,2021,7.4,0.7,2,7.1,7.1,Soft
601,1030,2022,7.4,0.5,2,7.2,7.2,Soft
602,1030,2023,7.3,,1,7.3,7.3,Soft
603,1031,2010,7.4,0.7,4,7.3,7.3,Soft
604,1031,2011,7.7,0.7,4,7.4,7.4,Soft
605,1031,2012,7.5,0.8,4,7.3,7.3,Soft
606,1031,2013,7.2,0.7,4,7.2,7.2,Soft
607,1031,2014,6.7,0.6,4,6.6,6.6,Soft
608,1031,2015,7.1,0.8,4,6.9,6.9,Soft
609,1031,2016,7.2,1.1,4,6.6,6.6,Soft
610,1031,2017,7.1,0.7,5,6.8,6.8,Soft
611,1031,2018,7.3,0.7,4,7.1,7.1,Soft
612,1031,2019,7.6,1,4,7.2,7.2,Soft
613,1031,2020,7.6,1,4,7.6,7.6,Soft
614,1031,2021,7.4,0.7,4,7,7,Soft
615,1031,2022,7.1,0.3,4,6.9,6.9,Soft
616,1031,2023,7.2,0.7,4,6.8,6.8,Soft
617,1032,1989,11.4,,1,11.4,11.4,Medium hard
618,1032,1990,11.3,,1,11.3,11.3,Medium hard
619,1032,1991,12.3,,1,12.3,12.3,Fairly hard
620,1032,1992,11.2,,1,11.2,11.2,Medium hard
621,1032,1993,10.1,,1,10.1,10.1,Medium hard
622,1032,1994,12.2,,1,12.2,12.2,Fairly hard
623,1032,1995,12.3,,1,12.3,12.3,Fairly hard
624,1032,1996,12.7,,1,12.7,12.7,Fairly hard
625,1032,1997,12.8,,1,12.8,12.8,Fairly hard
626,1032,1998,13.1,,1,13.1,13.1,Fairly hard
627,1032,1999,12.6,,1,12.6,12.6,Fairly hard
628,1032,2000,10.3,,1,10.3,10.3,Medium hard
629,1032,2002,11,,1,11,11,Medium hard
630,1032,2003,12.6,,1,12.6,12.6,Fairly hard
631,1032,2004,13.8,,1,13.8,13.8,Fairly hard
632,1032,2005,13.7,,1,13.7,13.7,Fairly hard
633,1032,2006,7.4,,1,7.4,7.4,Soft
634,1032,2007,6.8,,1,6.8,6.8,Soft
635,1032,2008,6.7,,1,6.7,6.7,Soft
636,1032,2009,7.3,,1,7.3,7.3,Soft
637,1032,2010,8.3,,1,8.3,8.3,Medium hard
638,1032,2011,12.3,,1,12.3,12.3,Fairly hard
639,1032,2012,9.3,,1,9.3,9.3,Medium hard
640,1032,2013,11.6,,1,11.6,11.6,Medium hard
641,1032,2014,10.5,,1,10.5,10.5,Medium hard
642,1032,2015,12.1,,1,12.1,12.1,Fairly hard
643,1032,2016,13,,1,13,13,Fairly hard
644,1032,2017,11.9,,1,11.9,11.9,Medium hard
645,1032,2019,12.4,,1,12.4,12.4,Fairly hard
646,1032,2020,11.7,,1,11.7,11.7,Medium hard
647,1032,2021,12.3,,1,12.3,12.3,Fairly hard
648,1032,2022,11.5,,1,11.5,11.5,Medium hard
649,1032,2023,9.5,,1,9.5,9.5,Medium hard
650,1033,1991,4,,1,4,4,Very soft
651,1033,1993,3.3,,1,3.3,3.3,Very soft
652,1033,1995,2.8,,1,2.8,2.8,Very soft
653,1033,1997,4.3,,1,4.3,4.3,Soft
654,1033,1999,3.9,,1,3.9,3.9,Very soft
655,1033,2001,4,,1,4,4,Very soft
656,1033,2004,3.9,,1,3.9,3.9,Very soft
657,1033,2005,4.1,,1,4.1,4.1,Soft
658,1033,2007,4.1,,1,4.1,4.1,Soft
659,1033,2008,4.2,,1,4.2,4.2,Soft
660,1033,2009,3.9,,1,3.9,3.9,Very soft
661,1033,2010,3.8,,1,3.8,3.8,Very soft
662,1033,2011,4.2,,1,4.2,4.2,Soft
663,1033,2012,4.2,,1,4.2,4.2,Soft
664,1033,2013,3.7,,1,3.7,3.7,Very soft
665,1033,2014,3.7,,1,3.7,3.7,Very soft
666,1033,2015,3.9,,1,3.9,3.9,Very soft
667,1033,2016,4.4,,1,4.4,4.4,Soft
668,1033,2017,4,,1,4,4,Very soft
669,1033,2018,4.1,,1,4.1,4.1,Soft
670,1033,2019,4.2,,1,4.2,4.2,Soft
671,1033,2020,3.9,,1,3.9,3.9,Very soft
672,1033,2021,3.9,,1,3.9,3.9,Very soft
673,1033,2022,4.3,,1,4.3,4.3,Soft
674,1034,1989,11.5,,1,11.5,11.5,Medium hard
675,1034,1990,11.1,,1,11.1,11.1,Medium hard
676,1034,1991,11.2,,1,11.2,11.2,Medium hard
677,1034,1992,11.2,,1,11.2,11.2,Medium hard
678,1034,1993,11.4,,1,11.4,11.4,Medium hard
679,1034,1994,11.4,,1,11.4,11.4,Medium hard
680,1034,1995,11.4,,1,11.4,11.4,Medium hard
681,1034,1996,11.9,,1,11.9,11.9,Medium hard
682,1034,1997,10.4,,1,10.4,10.4,Medium hard
683,1034,1998,10.8,,1,10.8,10.8,Medium hard
684,1034,1999,11.8,,1,11.8,11.8,Medium hard
685,1034,2000,10.4,,1,10.4,10.4,Medium hard
686,1034,2001,11.6,,1,11.6,11.6,Medium hard
687,1034,2002,11.4,,1,11.4,11.4,Medium hard
688,1034,2003,11.6,,1,11.6,11.6,Medium hard
689,1034,2004,11.1,,1,11.1,11.1,Medium hard
690,1034,2005,11.6,,1,11.6,11.6,Medium hard
691,1034,2007,11.7,,1,11.7,11.7,Medium hard
692,1034,2010,11.3,,1,11.3,11.3,Medium hard
693,1034,2011,11.9,,1,11.9,11.9,Medium hard
694,1034,2012,10.5,,1,10.5,10.5,Medium hard
695,1034,2013,11.3,,1,11.3,11.3,Medium hard
696,1034,2014,11.2,,1,11.2,11.2,Medium hard
697,1034,2015,11.2,,1,11.2,11.2,Medium hard
698,1034,2016,11.1,,1,11.1,11.1,Medium hard
699,1034,2017,11.3,,1,11.3,11.3,Medium hard
700,1034,2018,12.1,,1,12.1,12.1,Fairly hard
701,1034,2019,12,,1,12,12,Medium hard
702,1034,2020,11.7,,1,11.7,11.7,Medium hard
703,1034,2021,11.3,,1,11.3,11.3,Medium hard
704,1034,2022,12.3,,1,12.3,12.3,Fairly hard
705,1035,1989,12.9,,1,12.9,12.9,Fairly hard
706,1035,1990,12.6,,1,12.6,12.6,Fairly hard
707,1035,1991,13,,1,13,13,Fairly hard
708,1035,1992,13.2,,1,13.2,13.2,Fairly hard
709,1035,1993,13,,1,13,13,Fairly hard
710,1035,1995,12.8,,1,12.8,12.8,Fairly hard
711,1035,1996,13,,1,13,13,Fairly hard
712,1035,1997,13.1,,1,13.1,13.1,Fairly hard
713,1035,1998,13.3,,1,13.3,13.3,Fairly hard
714,1035,1999,12.8,,1,12.8,12.8,Fairly hard
715,1035,2000,11.9,,1,11.9,11.9,Medium hard
716,1035,2001,12.7,,1,12.7,12.7,Fairly hard
717,1035,2002,13.3,,1,13.3,13.3,Fairly hard
718,1035,2003,13,,1,13,13,Fairly hard
719,1035,2004,13.6,,1,13.6,13.6,Fairly hard
720,1035,2005,14.3,,1,14.3,14.3,Fairly hard
721,1035,2006,13.3,,1,13.3,13.3,Fairly hard
722,1035,2007,13.7,,1,13.7,13.7,Fairly hard
723,1035,2008,13,,1,13,13,Fairly hard
724,1035,2009,10.2,,1,10.2,10.2,Medium hard
725,1035,2010,10.7,,1,10.7,10.7,Medium hard
726,1035,2011,10.8,,1,10.8,10.8,Medium hard
727,1035,2012,10.3,,1,10.3,10.3,Medium hard
728,1035,2013,10.3,,1,10.3,10.3,Medium hard
729,1035,2014,10.1,,1,10.1,10.1,Medium hard
730,1035,2015,10.2,,1,10.2,10.2,Medium hard
731,1035,2016,10.5,,1,10.5,10.5,Medium hard
732,1035,2017,10.8,,1,10.8,10.8,Medium hard
733,1035,2018,11,,1,11,11,Medium hard
734,1035,2019,10.9,,1,10.9,10.9,Medium hard
735,1035,2020,9.3,,1,9.3,9.3,Medium hard
736,1035,2021,9.5,,1,9.5,9.5,Medium hard
737,1035,2022,10.5,,1,10.5,10.5,Medium hard
738,1036,1990,14,,1,14,14,Fairly hard
739,1036,1992,13.5,,1,13.5,13.5,Fairly hard
740,1036,1994,13.4,,1,13.4,13.4,Fairly hard
741,1036,1995,13.6,,1,13.6,13.6,Fairly hard
742,1036,1996,13.8,,1,13.8,13.8,Fairly hard
743,1036,1997,13.7,,1,13.7,13.7,Fairly hard
744,1036,1998,13.7,,1,13.7,13.7,Fairly hard
745,1036,1999,13.6,,1,13.6,13.6,Fairly hard
746,1036,2001,11.8,,1,11.8,11.8,Medium hard
747,1036,2002,10.3,,1,10.3,10.3,Medium hard
748,1036,2003,9.8,,1,9.8,9.8,Medium hard
749,1036,2004,10.5,,1,10.5,10.5,Medium hard
750,1036,2005,10.5,,1,10.5,10.5,Medium hard
751,1036,2006,10.1,,1,10.1,10.1,Medium hard
752,1036,2007,10.4,,1,10.4,10.4,Medium hard
753,1036,2008,10.1,,1,10.1,10.1,Medium hard
754,1036,2009,9.6,,1,9.6,9.6,Medium hard
755,1036,2010,9.1,,1,9.1,9.1,Medium hard
756,1036,2011,9.8,,1,9.8,9.8,Medium hard
757,1036,2012,10.3,,1,10.3,10.3,Medium hard
758,1036,2013,9.8,,1,9.8,9.8,Medium hard
759,1036,2014,9.8,,1,9.8,9.8,Medium hard
760,1036,2015,9.8,,1,9.8,9.8,Medium hard
761,1036,2016,9.8,,1,9.8,9.8,Medium hard
762,1036,2017,9.4,,1,9.4,9.4,Medium hard
763,1036,2019,9.8,,1,9.8,9.8,Medium hard
764,1036,2020,10.5,,1,10.5,10.5,Medium hard
765,1036,2021,10.4,,1,10.4,10.4,Medium hard
766,1036,2022,9.9,,1,9.9,9.9,Medium hard
767,1036,2023,9.1,,1,9.1,9.1,Medium hard
768,1037,1988,8.5,,1,8.5,8.5,Medium hard
769,1037,1989,7.7,,1,7.7,7.7,Soft
770,1037,1990,8.2,1.2,2,8.6,8.6,Medium hard
771,1037,1991,8,0.7,3,8.1,8.1,Medium hard
772,1037,1992,8.3,0.7,3,8.3,8.3,Medium hard
773,1037,1993,8.4,0.6,2,8.2,8.2,Medium hard
774,1037,1994,8.4,0.6,2,8.3,8.3,Medium hard
775,1037,1995,8.7,0.5,2,8.5,8.5,Medium hard
776,1037,1996,8.7,0.4,2,8.6,8.6,Medium hard
777,1037,1997,8.8,0.7,2,8.8,8.8,Medium hard
778,1037,1998,8.7,0.5,2,8.5,8.5,Medium hard
779,1037,1999,8.6,0.3,2,8.6,8.6,Medium hard
780,1037,2000,7.9,0.4,2,7.8,7.8,Soft
781,1037,2001,8.5,0.7,2,8.4,8.4,Medium hard
782,1037,2002,9,0.7,2,8.8,8.8,Medium hard
783,1037,2003,8.6,0.6,2,8.6,8.6,Medium hard
784,1037,2004,9,0.6,2,9,9,Medium hard
785,1037,2005,9.7,0.8,2,9.9,9.9,Medium hard
786,1037,2006,8.6,0.4,2,8.6,8.6,Medium hard
787,1037,2007,9.2,0.5,2,9.3,9.3,Medium hard
788,1037,2008,8.4,0.3,2,8.3,8.3,Medium hard
789,1037,2009,7.8,,1,7.8,7.8,Soft
790,1037,2010,8.3,,1,8.3,8.3,Medium hard
791,1037,2011,9.2,,1,9.2,9.2,Medium hard
792,1037,2012,8.6,,1,8.6,8.6,Medium hard
793,1037,2013,9.1,,1,9.1,9.1,Medium hard
794,1037,2014,8.3,,1,8.3,8.3,Medium hard
795,1037,2015,8.5,,1,8.5,8.5,Medium hard
796,1037,2016,10,,1,10,10,Medium hard
797,1037,2017,9.2,,1,9.2,9.2,Medium hard
798,1037,2018,9.2,,1,9.2,9.2,Medium hard
799,1037,2019,8.9,,1,8.9,8.9,Medium hard
800,1037,2020,10.2,,1,10.2,10.2,Medium hard
801,1037,2021,9,,1,9,9,Medium hard
802,1037,2022,8.1,,1,8.1,8.1,Medium hard
803,1037,2023,9.6,,1,9.6,9.6,Medium hard
804,1038,2007,6,2.2,2,5,5,Soft
805,1038,2008,4.4,,1,4.4,4.4,Soft
806,1038,2009,4.5,,1,4.5,4.5,Soft
807,1038,2010,4.6,,1,4.6,4.6,Soft
808,1038,2011,4.2,,1,4.2,4.2,Soft
809,1038,2012,4.6,,1,4.6,4.6,Soft
810,1038,2013,4.4,,1,4.4,4.4,Soft
811,1038,2014,4.5,,1,4.5,4.5,Soft
812,1038,2015,3.3,1.4,2,3.8,3.8,Very soft
813,1038,2016,3.3,1.4,2,3.7,3.7,Very soft
814,1038,2017,3.1,1.6,2,3.6,3.6,Very soft
815,1038,2018,3.2,1.6,2,3.7,3.7,Very soft
816,1038,2019,3.3,1.6,2,3.8,3.8,Very soft
817,1038,2020,3,1.4,2,3.4,3.4,Very soft
818,1038,2021,2.7,1.3,2,3.1,3.1,Very soft
819,1038,2022,3.5,1.8,2,4,4,Very soft
820,1038,2023,3.2,1.6,2,3.6,3.6,Very soft
821,1039,1994,20.5,1.6,2,21.3,21.3,Hard
822,1039,1995,21.8,2.2,3,21.3,21.3,Hard
823,1039,1996,20.6,1.6,2,21.3,21.3,Hard
824,1039,1997,19.8,2.4,2,20.8,20.8,Hard
825,1039,1998,21,0.9,2,21.4,21.4,Hard
826,1039,1999,20.8,1.6,2,21.5,21.5,Hard
827,1039,2000,20.3,,1,20.3,20.3,Hard
828,1039,2001,18.6,0.7,2,18.9,18.9,Hard
829,1039,2003,19.2,0.3,2,19.1,19.1,Hard
830,1039,2004,20.8,2.5,2,21.7,21.7,Hard
831,1039,2006,20.4,0.4,2,20.6,20.6,Hard
832,1039,2007,19.5,1.2,2,19,19,Hard
833,1039,2008,20.7,0,2,20.7,20.7,Hard
834,1039,2009,19,,1,19,19,Hard
835,1039,2010,20,,1,20,20,Hard
836,1039,2011,20.2,,1,20.2,20.2,Hard
837,1039,2013,20.7,,1,20.7,20.7,Hard
838,1039,2014,20.7,,1,20.7,20.7,Hard
839,1039,2015,19.8,,1,19.8,19.8,Hard
840,1039,2016,21.5,,1,21.5,21.5,Hard
841,1039,2017,21.4,,1,21.4,21.4,Hard
842,1039,2018,21.1,,1,21.1,21.1,Hard
843,1040,1992,15.8,,1,15.8,15.8,Fairly hard
844,1040,1997,17.6,,1,17.6,17.6,Fairly hard
845,1040,2003,16.2,,1,16.2,16.2,Fairly hard
846,1040,2007,16.4,,1,16.4,16.4,Fairly hard
847,1040,2009,16.3,,1,16.3,16.3,Fairly hard
848,1040,2011,15.7,,1,15.7,15.7,Fairly hard
849,1040,2013,15.2,,1,15.2,15.2,Fairly hard
850,1040,2015,16.1,,1,16.1,16.1,Fairly hard
851,1040,2017,16.6,,1,16.6,16.6,Fairly hard
852,1040,2019,16.8,,1,16.8,16.8,Fairly hard
853,1041,1980,19.2,,1,19.2,19.2,Hard
854,1041,1981,20.6,,1,20.6,20.6,Hard
855,1041,1982,19.8,,1,19.8,19.8,Hard
856,1041,1983,20.3,,1,20.3,20.3,Hard
857,1041,1985,18.4,,1,18.4,18.4,Hard
858,1041,1987,19.7,,1,19.7,19.7,Hard
859,1041,1989,19,,1,19,19,Hard
860,1041,1991,21.6,,1,21.6,21.6,Hard
861,1041,1993,20.9,,1,20.9,20.9,Hard
862,1041,1995,20.5,,1,20.5,20.5,Hard
863,1041,1997,20.6,,1,20.6,20.6,Hard
864,1041,1999,20.6,,1,20.6,20.6,Hard
865,1041,2001,19.9,,1,19.9,19.9,Hard
866,1041,2004,20,,1,20,20,Hard
867,1041,2005,21.2,,1,21.2,21.2,Hard
868,1041,2006,21.1,,1,21.1,21.1,Hard
869,1041,2008,20.6,,1,20.6,20.6,Hard
870,1041,2010,20.9,,1,20.9,20.9,Hard
871,1041,2012,21.8,,1,21.8,21.8,Hard
872,1042,1980,19.8,,1,19.8,19.8,Hard
873,1042,1981,20,,1,20,20,Hard
874,1042,1982,19.2,,1,19.2,19.2,Hard
875,1042,1983,19.4,,1,19.4,19.4,Hard
876,1042,1985,18.4,,1,18.4,18.4,Hard
877,1042,1993,18.4,,1,18.4,18.4,Hard
878,1042,1995,18.1,,1,18.1,18.1,Hard
879,1042,1997,19.2,,1,19.2,19.2,Hard
880,1042,1998,18.2,,1,18.2,18.2,Hard
881,1042,2000,16.9,,1,16.9,16.9,Fairly hard
882,1042,2004,17.7,,1,17.7,17.7,Fairly hard
883,1042,2006,17.2,,1,17.2,17.2,Fairly hard
884,1042,2008,17.4,,1,17.4,17.4,Fairly hard
885,1042,2010,17.3,,1,17.3,17.3,Fairly hard
886,1042,2012,17.5,,1,17.5,17.5,Fairly hard
887,1042,2014,16.6,,1,16.6,16.6,Fairly hard
888,1042,2016,15.8,,1,15.8,15.8,Fairly hard
889,1042,2018,17.6,,1,17.6,17.6,Fairly hard
890,1042,2021,19.2,,1,19.2,19.2,Hard
891,1042,2023,18.5,,1,18.5,18.5,Hard
892,1043,1981,17.4,,1,17.4,17.4,Fairly hard
893,1043,1982,18.2,,1,18.2,18.2,Hard
894,1043,1983,18.1,,1,18.1,18.1,Hard
895,1043,1984,19.3,,1,19.3,19.3,Hard
896,1043,1985,17.8,,1,17.8,17.8,Fairly hard
897,1043,1986,18,,1,18,18,Fairly hard
898,1043,1987,18.6,,1,18.6,18.6,Hard
899,1043,1988,18.2,,1,18.2,18.2,Hard
900,1043,1989,20.6,,1,20.6,20.6,Hard
901,1043,1990,18.3,,1,18.3,18.3,Hard
902,1043,1991,19.7,,1,19.7,19.7,Hard
903,1043,1992,19.5,,1,19.5,19.5,Hard
904,1043,1993,19.5,,1,19.5,19.5,Hard
905,1043,1994,20.2,,1,20.2,20.2,Hard
906,1043,1995,19.4,,1,19.4,19.4,Hard
907,1043,1996,20.3,,1,20.3,20.3,Hard
908,1043,1997,20.5,,1,20.5,20.5,Hard
909,1043,1998,19.9,,1,19.9,19.9,Hard
910,1043,1999,20,,1,20,20,Hard
911,1043,2000,18.8,,1,18.8,18.8,Hard
912,1043,2001,19.7,,1,19.7,19.7,Hard
913,1043,2004,19.8,,1,19.8,19.8,Hard
914,1043,2006,17.9,,1,17.9,17.9,Fairly hard
915,1043,2008,19.5,,1,19.5,19.5,Hard
916,1044,2009,18.8,,1,18.8,18.8,Hard
917,1044,2010,18.1,,1,18.1,18.1,Hard
918,1044,2011,19,,1,19,19,Hard
919,1044,2012,17.9,,1,17.9,17.9,Fairly hard
920,1044,2013,17.9,,1,17.9,17.9,Fairly hard
921,1044,2014,19.5,,1,19.5,19.5,Hard
922,1044,2015,19.3,,1,19.3,19.3,Hard
923,1044,2016,17.9,,1,17.9,17.9,Fairly hard
924,1044,2017,18.1,,1,18.1,18.1,Hard
925,1044,2018,19.7,,1,19.7,19.7,Hard
926,1044,2019,17.9,,1,17.9,17.9,Fairly hard
927,1044,2020,19.7,,1,19.7,19.7,Hard
928,1044,2021,17.7,,1,17.7,17.7,Fairly hard
929,1044,2022,17.6,,1,17.6,17.6,Fairly hard
930,1045,1980,17,,1,17,17,Fairly hard
931,1045,1981,17.3,,1,17.3,17.3,Fairly hard
932,1045,1982,18.8,,1,18.8,18.8,Hard
933,1045,1983,19.1,,1,19.1,19.1,Hard
934,1045,1984,17.6,,1,17.6,17.6,Fairly hard
935,1045,1986,17.8,,1,17.8,17.8,Fairly hard
936,1045,1990,18.1,,1,18.1,18.1,Hard
937,1045,1994,19,,1,19,19,Hard
938,1045,1996,18.1,,1,18.1,18.1,Hard
939,1045,1998,17.7,,1,17.7,17.7,Fairly hard
940,1045,2000,17.1,,1,17.1,17.1,Fairly hard
941,1045,2003,17.1,,1,17.1,17.1,Fairly hard
942,1045,2007,18.8,,1,18.8,18.8,Hard
943,1045,2009,18.4,,1,18.4,18.4,Hard
944,1045,2011,18.4,,1,18.4,18.4,Hard
945,1045,2013,18.4,,1,18.4,18.4,Hard
946,1045,2015,20.2,,1,20.2,20.2,Hard
947,1046,1991,18.8,1.3,2,19.3,19.3,Hard
948,1046,1992,17.4,3.5,5,16.5,16.5,Fairly hard
949,1046,1993,15.6,3.1,5,14.1,14.1,Fairly hard
950,1046,1994,18,2.2,5,17,17,Fairly hard
951,1046,1995,17.8,2.7,5,16.9,16.9,Fairly hard
952,1046,1996,18.4,2.8,5,17.4,17.4,Fairly hard
953,1046,1997,19.1,1.3,2,19.6,19.6,Hard
954,1046,1998,18.5,2.5,5,17.8,17.8,Fairly hard
955,1046,1999,18.2,2.9,5,16.8,16.8,Fairly hard
956,1046,2000,18.4,1.7,5,17.4,17.4,Fairly hard
957,1046,2001,19.7,2.8,4,18.6,18.6,Hard
958,1046,2002,19.2,,1,19.2,19.2,Hard
959,1046,2003,17,0.8,2,17,17,Fairly hard
960,1046,2004,16.5,3,3,16.4,16.4,Fairly hard
961,1046,2005,20.3,3.3,2,20.3,20.3,Hard
962,1047,1992,16.6,,1,16.6,16.6,Fairly hard
963,1047,1993,16,,1,16,16,Fairly hard
964,1047,1994,16.2,,1,16.2,16.2,Fairly hard
965,1047,1995,16.2,,1,16.2,16.2,Fairly hard
966,1047,1996,16.9,,1,16.9,16.9,Fairly hard
967,1047,1997,18.9,,1,18.9,18.9,Hard
968,1047,1998,19.8,,1,19.8,19.8,Hard
969,1047,1999,18.5,,1,18.5,18.5,Hard
970,1047,2000,18.8,,1,18.8,18.8,Hard
971,1047,2002,16.7,,1,16.7,16.7,Fairly hard
972,1047,2003,14.6,,1,14.6,14.6,Fairly hard
973,1047,2004,16.3,,1,16.3,16.3,Fairly hard
974,1047,2006,15.8,,1,15.8,15.8,Fairly hard
975,1047,2008,15.7,,1,15.7,15.7,Fairly hard
976,1047,2010,16.2,,1,16.2,16.2,Fairly hard
977,1047,2011,17.6,,1,17.6,17.6,Fairly hard
